"Länskod","Kommunkod","Nivå 1","Nivå 2","Nivå 3","Nivå 4","","Offentlig","Enskild","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"22","2284","Lejonbacken Vård-och Omsorgsboe","","","","40% - 60%","100","0","33","37","17","90","63","75","48","81","81","73","41","75","100","91","96","96","56","48","32","79","68","96","29","100","93"
"22","2284","Lejonbacken Vård-och Omsorgsboe","plan 4-5 VoB","","","60% - 80%","100","0","36","36","21","88","69","79","55","86","86","85","27","69","100","92","100","93","54","36","31","100","78","100","31","100","100"
"22","2284","Lejonbacken Vård-och Omsorgsboe","plan 7 -8 VoB","","","60% - 80%","100","0","33","50","8","90","64","70","44","73","80","60","44","78","100","88","91","100","50","60","33","64","55","100","18","100","83"
"22","2284","Lingbo","","","","40% - 60%","100","0","17","28","18","79","47","56","57","71","59","44","42","35","100","69","76","82","53","33","33","94","50","75","33","87","82"
"22","2284","Lingbo","Lingbo A Vård-och Omsorgsboende","","","20% - 40%","100","0","25","50","13","71","43","x","x","75","43","43","29","29","100","71","86","86","71","25","x","100","x","x","38","86","71"
"22","2284","Lingbo","Lingbo B Vård-och Omsorgsboende","","","40% - 60%","100","0","10","10","22","86","50","60","63","67","70","44","x","40","100","67","70","80","38","40","33","89","50","80","30","88","90"
"22","2284","Lingbo","Lingbo B Vård-och Omsorgsboende","VoB","","40% - 60%","100","0","13","13","14","x","50","50","x","57","75","29","x","25","100","57","75","75","x","25","29","86","x","75","38","x","88"
"22","2284","Mogårn Vård-och Omsorgsboende","","","","40% - 60%","100","0","22","44","11","63","67","50","x","88","75","67","38","71","100","89","100","88","75","50","x","86","88","100","56","86","89"
"22","2284","Myrtengården Vård-och Omsorgsbo","","","","40% - 60%","100","0","37","26","16","95","88","69","46","78","88","74","35","50","100","87","100","100","79","44","21","80","57","94","17","94","89"
"22","2284","Prästbordet Vård-och Omsorgsboe","","","","40% - 60%","100","0","13","50","31","100","86","88","75","100","100","100","92","100","100","100","100","100","62","47","42","100","71","100","33","100","100"
"22","2284","Prästbordet Vård-och Omsorgsboe","VoB","","","40% - 60%","100","0","13","53","33","100","86","87","73","100","100","100","92","100","100","100","100","100","62","43","42","100","77","100","33","100","100"
"22","2284","Rosenborg servicehus","","","","40% - 60%","100","0","30","55","15","94","80","63","53","85","72","78","53","61","100","89","95","100","75","63","26","89","74","90","45","100","95"
"22","2284","Rönnen Vård-och Omsorgsboende","","","","60% - 80%","100","0","16","39","20","92","73","74","86","87","77","72","43","55","94","75","93","90","76","73","44","88","61","90","48","96","84"
"22","2284","Rönnen Vård-och Omsorgsboende","VoB","","","60% - 80%","100","0","22","43","17","89","78","78","86","91","87","78","44","59","96","78","95","95","82","77","47","89","59","91","52","100","91"
"22","2284","Rönnen Vård-och Omsorgsboende","demensboende","","","60% - 80%","100","0","0","25","29","x","57","63","88","71","43","x","43","x","88","x","88","75","57","63","x","86","x","88","38","86","63"
"22","2284","Sörgården Vård-och Omsorgsboend","","","","40% - 60%","100","0","36","38","43","83","71","50","50","92","85","86","50","46","100","89","92","92","54","42","45","69","62","79","36","x","86"
"22","2284","Sörgården Vård-och Omsorgsboend","VoB","","","20% - 40%","100","0","13","50","50","88","88","63","x","86","88","100","57","57","100","x","x","100","43","57","57","57","50","75","50","x","88"
"22","2284","Söränget","","","","40% - 60%","100","0","13","52","9","89","81","56","59","60","60","66","36","44","94","83","88","90","62","55","42","70","61","73","60","89","80"
"22","2284","Söränget","Söränget Vård-och Omsorgsboende","","","40% - 60%","100","0","11","44","11","86","89","67","x","78","78","89","x","56","100","86","100","89","75","71","56","78","88","89","67","x","89"
"22","2284","Söränget","Söränget servicehus","","","40% - 60%","100","0","13","55","9","90","78","52","52","52","52","57","36","39","91","83","83","90","57","50","36","67","50","67","57","85","76"
"22","2284","Valla Vård-och Omsorgsboende","","","","20% - 40%","100","0","8","25","8","55","50","50","22","73","63","82","44","38","91","71","55","83","33","27","20","92","78","67","55","70","73"
"22","2284","Valla Vård-och Omsorgsboende","VoB","","","20% - 40%","100","0","11","22","11","63","50","56","x","63","57","88","57","x","89","x","63","78","x","38","13","89","71","67","50","71","75"
"22","2284","Örnsköldsgården Vård-och Omsorg","","","","40% - 60%","100","0","32","58","21","100","95","84","39","71","71","58","55","63","100","73","89","95","71","74","35","78","55","79","50","100","100"
"23","2303","Bergegården","","","","40% - 60%","100","0","38","63","13","x","63","63","x","88","100","86","71","x","100","100","75","86","x","x","38","x","x","86","25","x","86"
"23","2303","Nipängen","","","","40% - 60%","100","0","16","37","11","94","83","78","59","74","63","68","33","50","100","89","94","89","65","76","35","74","41","74","37","91","79"
"23","2303","Nipängen","Nipängen","","","40% - 60%","100","0","18","35","13","93","81","81","53","71","65","65","36","47","100","88","94","88","63","75","31","71","40","71","41","90","76"
"23","2303","Nyviksvägen","","","","60% - 80%","100","0","9","55","5","89","85","71","47","81","76","65","25","71","100","100","95","90","69","67","37","85","67","86","27","87","86"
"23","2303","Nyviksvägen","Våning 1 A B","","","40% - 60%","100","0","11","56","11","88","88","67","14","89","89","50","57","71","100","100","100","100","75","75","38","89","71","100","44","x","100"
"23","2303","Nyviksvägen","Våning 2 C D","","","60% - 80%","100","0","8","54","0","91","83","75","70","75","67","75","0","70","100","100","92","83","63","62","36","82","63","75","15","78","75"
"23","2305","Gellinergården","","","","60% - 80%","100","0","29","36","13","100","87","87","86","80","87","85","50","36","85","73","100","92","69","69","38","75","36","67","43","69","93"
"23","2305","Gimsätra","","","","60% - 80%","100","0","38","38","13","100","75","64","46","80","79","81","43","62","100","93","94","88","64","42","21","86","50","100","44","85","88"
"23","2305","Tallgläntan","","","","40% - 60%","100","0","14","29","0","92","71","75","42","77","69","77","42","75","100","82","93","100","73","36","33","85","42","93","57","100","93"
"23","2309","Blomstergården","","","","60% - 80%","100","0","32","37","26","100","77","65","61","83","84","78","52","74","97","85","95","95","59","46","41","76","61","75","34","96","89"
"23","2309","Blomstergården","Orion","","","60% - 80%","100","0","33","60","27","100","87","57","69","87","80","73","53","93","100","93","100","100","80","46","47","87","64","73","40","100","93"
"23","2309","Hällebo","","","","60% - 80%","100","0","23","52","18","90","85","77","60","81","77","77","50","58","100","80","86","86","58","50","39","68","65","86","36","89","95"
"23","2309","Solbacka","","","","60% - 80%","0","100","42","53","16","89","82","83","53","95","94","68","53","65","100","65","89","83","82","67","42","83","72","78","56","86","89"
"23","2313","Brismarksgården","","","","60% - 80%","100","0","0","13","0","100","86","43","x","100","50","50","x","29","100","63","88","63","43","0","11","78","x","57","0","x","63"
"23","2313","Granbacken","","","","40% - 60%","100","0","23","54","8","80","85","62","36","92","69","77","31","46","100","92","85","77","64","42","15","82","64","92","46","90","85"
"23","2313","Levinsgården","","","","80% - 100%","100","0","50","33","22","86","63","63","63","100","75","100","43","63","100","86","89","89","57","63","25","100","x","100","38","x","88"
"23","2313","Solbacken","","","","40% - 60%","100","0","6","35","6","93","53","50","60","57","62","47","36","58","100","90","80","93","36","42","15","100","83","85","50","100","73"
"23","2313","Tåsjögården","","","","40% - 60%","100","0","43","43","29","x","29","x","x","86","x","57","x","x","x","x","86","57","x","x","x","x","x","86","14","x","57"
"23","2313","Älvgården","","","","40% - 60%","100","0","17","27","25","89","64","56","88","73","67","82","63","78","100","88","82","82","22","40","18","80","70","100","58","71","82"
"23","2313","Åshamra","","","","40% - 60%","100","0","24","33","24","100","58","74","67","89","74","80","56","63","100","88","95","80","40","60","26","75","47","79","43","76","85"
"23","2321","Notvallen","","","","60% - 80%","100","0","45","55","35","100","79","85","61","80","79","80","59","78","90","81","80","90","73","63","59","71","67","95","45","100","85"
"23","2321","Tallkronan","","","","60% - 80%","100","0","67","44","56","71","56","67","78","89","78","67","67","63","100","71","100","100","67","78","25","88","56","89","33","x","89"
"23","2321","Thomégården","","","","60% - 80%","100","0","25","58","25","100","75","83","92","83","70","92","50","75","100","100","82","100","75","67","50","100","64","100","64","100","92"
"23","2326","Dalsätra","","","","60% - 80%","100","0","19","20","6","94","75","69","29","75","88","63","47","40","93","83","88","75","64","50","13","87","87","80","44","90","81"
"23","2326","Myltblomman","","","","60% - 80%","0","100","33","50","33","100","75","58","70","67","67","73","45","55","92","70","92","100","55","73","30","73","40","73","67","x","75"
"23","2326","Tallgläntan","","","","40% - 60%","100","0","50","63","25","88","88","86","57","100","50","43","x","x","75","57","88","88","x","x","25","88","71","50","25","86","75"
"23","2326","Treklövern","","","","60% - 80%","100","0","17","42","17","100","75","64","60","67","50","45","40","82","92","82","83","100","45","30","27","92","56","82","25","88","83"
"23","2326","Östgärde","","","","40% - 60%","100","0","11","56","22","88","78","88","71","67","88","67","x","88","100","63","100","100","86","63","43","78","38","78","67","86","89"
"23","2361","Ej placerbar","","","","40% - 60%","0","0","27","47","24","95","68","62","46","82","69","75","43","59","89","76","88","79","48","65","29","68","45","82","41","79","72"
"23","2380","Strukturrutan","","","","40% - 60%","0","100","11","26","7","94","74","60","70","80","56","67","48","69","96","78","77","85","28","50","12","76","52","63","44","74","77"
"23","2380","Strukturrutan","Myran","","","60% - 80%","0","100","0","25","0","x","63","14","x","x","x","63","57","71","100","75","71","75","x","14","13","x","x","63","25","x","71"
"23","2380","Strukturrutan","Rådmansgatan","","","40% - 60%","0","100","16","26","10","100","79","78","89","74","63","68","44","68","95","79","79","89","29","63","11","79","56","63","53","82","79"
"23","2380","Vardaga AB","","","","40% - 60%","0","100","26","44","14","82","62","44","47","64","53","64","37","60","89","78","88","85","40","40","20","88","60","81","37","83","75"
"23","2380","Vardaga AB","Björkbacka","","","40% - 60%","0","100","35","47","6","73","38","44","55","63","44","53","29","56","82","69","76","76","31","62","7","93","64","71","41","75","59"
"23","2380","Vardaga AB","Brunkullan","","","40% - 60%","0","100","45","55","18","100","73","45","44","64","82","70","36","56","91","73","91","100","30","30","10","100","60","73","50","x","91"
"23","2380","Vardaga AB","Sjöängen","","","60% - 80%","0","100","15","50","8","88","92","58","27","75","73","92","40","67","100","92","100","100","36","17","27","83","50","100","31","100","100"
"23","2380","Vardaga AB","Skogsbruksvägen 133","","","60% - 80%","0","100","12","29","22","73","53","31","57","59","27","53","43","60","88","81","88","72","57","44","33","78","64","82","29","70","61"
"23","2380","Östersunds Kommun","","","","40% - 60%","100","0","21","41","18","89","69","56","55","74","67","68","38","59","97","83","85","86","49","52","27","82","59","83","43","88","79"
"23","2380","Östersunds Kommun","Bonden","","","60% - 80%","100","0","20","64","55","90","73","70","36","73","73","91","55","73","100","82","100","91","80","55","45","91","33","91","36","x","91"
"23","2380","Östersunds Kommun","Brevbäraren","","","60% - 80%","100","0","10","33","10","86","78","89","50","89","100","89","50","56","100","100","100","90","60","60","13","100","x","100","67","100","89"
"23","2380","Östersunds Kommun","Frösöstrand","","","40% - 60%","100","0","11","26","10","93","67","61","73","79","71","70","50","56","95","81","83","83","44","61","18","95","75","95","50","92","74"
"23","2380","Östersunds Kommun","Fältvägen","","","40% - 60%","100","0","44","44","25","100","69","85","92","73","75","83","56","64","100","91","92","100","64","58","23","100","82","80","56","100","85"
"23","2380","Östersunds Kommun","Häradsgården","","","40% - 60%","100","0","28","52","20","95","63","50","32","60","65","67","45","55","92","74","81","76","41","42","29","62","52","74","28","80","76"
"23","2380","Östersunds Kommun","Löjtnantsgården","","","60% - 80%","100","0","30","40","22","75","70","63","50","90","60","60","33","60","90","89","70","80","50","40","30","78","75","70","60","x","70"
"23","2380","Östersunds Kommun","Mobacka","","","40% - 60%","100","0","22","22","22","x","75","33","56","63","57","78","44","71","100","89","78","100","43","89","22","88","56","100","56","x","67"
"23","2380","Östersunds Kommun","Skogsbruksvägen 131","","","60% - 80%","100","0","5","11","11","100","100","71","81","82","63","65","23","80","100","87","88","94","50","75","13","82","56","88","47","93","88"
"23","2380","Östersunds Kommun","Slåttergården","","","40% - 60%","100","0","10","60","10","67","70","60","29","70","50","70","38","44","90","67","90","70","50","25","40","75","57","90","44","x","70"
